"Cod.Municipio","NEG_MUL_AFRO","NO_INFORMA","PALEN","INDIGENA","RAIZAL","ROM","SIN_ETNIA","AFRO"
5001,0.06198280722865,0.0412219710711799,0,0.00134280557264313,0.00011205046500943,4.5000186750775e-07,0.89533991566065,0.0620948576936594
5002,0.00397124616699342,0.00658523098577389,0,0.000100537877645403,0,0,0.989342984969587,0.00397124616699342
5021,0.00348525469168901,0.00214477211796247,0,0.000268096514745308,0.000268096514745308,0,0.993833780160858,0.00375335120643432
5030,0.00280287663654804,0.00121703853955375,0,3.68799557440531e-05,0,0,0.995943204868154,0.00280287663654804
5031,0.00285686139296621,0.00349719239483795,0,0.000295537385479263,0,0,0.993350408826717,0.00285686139296621
5034,0.0164131980429491,0.0040972741076378,0,0.00183172254223808,0,0,0.977657805307175,0.0164131980429491
5036,0.00117677824267782,0.0780596234309623,0,0.000653765690376569,0,0,0.920109832635983,0.00117677824267782
5038,0.232802522027322,0.00468838412416134,0,0,0,0,0.762509093848517,0.232802522027322
5040,0.0370408798505914,0.0246939199003943,0,0.00186760738742478,0.000207511931936086,0,0.936190080929654,0.0372483917825275
5042,0.29230973333923,0.00243222924866227,0,0.000132667049927033,4.42223499756777e-05,0.0011940034493433,0.703887144562862,0.292353955689205
5044,0.00515533848867182,0.00501967168633835,0,0,0,0,0.98982498982499,0.00515533848867182
5045,0.401658591683263,0.057530541271587,0,0.00612311625003715,0.00023779092233154,7.43096632286062e-06,0.534442528906459,0.401896382605594
5051,0.333483681819646,0.0186539514803956,0,0.0226167080125004,0.000161087663906698,0,0.625084571023551,0.333644769483553
5079,0.0398147930523891,0.00230333513526218,0,4.70068394951465e-05,2.35034197475733e-05,0,0.957811361553106,0.0398382964721367
5086,0.207391865719819,0.00290510006455778,0,0,0.000484183344092963,0,0.78921885087153,0.207876049063912
5088,0.0751287488639806,0.0203665823979325,0,0.00136992544495768,4.02130756836893e-05,0,0.903094530217445,0.0751689619396643
5093,0.028022802280228,0.00504050405040504,0,0.0024002400240024,0,0,0.964536453645365,0.028022802280228
5101,0.0527589889640441,0.00384478462086152,0,0.00893556425774297,0.000177999288002848,0,0.934282662869348,0.052936988252047
5107,0.118194392053313,0.004149377593361,0,0,0,0,0.877656230353326,0.118194392053313
5120,0.271558003197726,0.00376621069461716,0,0.0208918102682537,0.00021318173743116,0,0.703570794101972,0.271771184935157
5129,0.0204234341300233,0.00193670496060566,0,0.00096835248030283,2.93440145546312e-05,0,0.976642164414514,0.020452778144578
5138,0.0193728054243855,0.00193728054243855,0,0.000242160067804819,0,0,0.978447753965371,0.0193728054243855
5142,0.0191700021065936,0.00737307773330525,0,0.00189593427427849,0,0,0.971560985885823,0.0191700021065936
5145,0.0026031982149498,0.0126441056154704,0,0.000371885459278542,0,0,0.984380810710301,0.0026031982149498
5147,0.335319430652102,0.0174729276020239,0,0.00203338535016787,0.000141864094197759,2.36440156996264e-05,0.645008748285809,0.3354612947463
5148,0.0276069127123609,0.0199179847685999,0,0,7.3227885178676e-05,0,0.952401874633861,0.0276801405975395
5150,0.00585390684652583,0.000763553066938152,0,0,0,0,0.993382540086536,0.00585390684652583
5154,0.0985443636406084,0.0177781409410858,0,0.0110310854821577,3.50193189909767e-05,0,0.872611390617157,0.0985793829595994
5172,0.3802037015286,0.00209742101112472,0,0.0359581858147222,3.35587361779955e-05,0,0.581707132909375,0.380237260264778
5190,0.0122699386503067,0.000727877716543621,0,0.000207965061869606,0,0,0.98679421857128,0.0122699386503067
5197,0.00188732000559206,0.0114637215154481,0,0.000838808891374249,6.9900740947854e-05,0,0.985740248846638,0.00195722074653991
5206,0.00498866213151927,0.000226757369614512,0,0,0,0,0.994784580498866,0.00498866213151927
5209,0.00456986714406859,0.00179025723169698,0,0.000376896259304626,4.71120324130783e-05,0,0.993215867332517,0.00461697917648167
5212,0.00293059377086013,0.0298920564627733,0,4.88432295143355e-05,1.62810765047785e-05,0,0.967112225460347,0.00294687484736491
5234,0.00672294394176818,0.00808775211039782,0,0.144619117424051,0,0,0.840570186523783,0.00672294394176818
5237,0.00225237907539839,0.018244270510727,0,0.000506785291964638,0,0,0.97899656512191,0.00225237907539839
5240,0.00389831884999594,0.000974579712498985,0,8.12149760415821e-05,8.12149760415821e-05,0,0.994964671485422,0.00397953382603752
5250,0.205879245681686,0.00594263377528921,0,0.0201521314246474,2.6411705667952e-05,0,0.767999577412709,0.205905657387354
5264,0.0683861807856129,0.00709891150023663,0,0,0,0,0.92451490771415,0.0683861807856129
5266,0.0295944381391264,0.0227675847083046,0,0.000456264222611314,0.000171099083479243,0.000245242019653581,0.946765371826825,0.0297655372226056
5282,0.00323280634161463,0.0318409282139852,0,0.000177140073513131,4.42850183782826e-05,0,0.964704840352509,0.00327709135999291
5284,0.009583804447316,0.00506111021375114,0,0.104506541754159,0,0,0.880848543584774,0.009583804447316
5306,0.00217076700434153,0.000964785335262904,0,0,0,0,0.996864447660396,0.00217076700434153
5308,0.714185622868887,0.0248727170816012,0,0.000373674622822178,0.000163482647484703,0,0.260404502779205,0.714349105516372
5310,0.257725532104373,0.0374031525514293,0,0.000801496126102057,0,0,0.704069819218096,0.257725532104373
5318,0.00321988277614268,0.0354187105375695,0,0.000352174678640606,0,0,0.961009232007647,0.00321988277614268
5321,0.000172413793103448,0.0103448275862069,0,0,0.000172413793103448,0,0.989310344827586,0.000344827586206897
5347,0.0076138267093041,0.000304553068372164,0,0.000456829602558246,0,0,0.991624790619765,0.0076138267093041
5353,0.070818579462612,0,0,0.00416579879191835,0,0,0.92501562174547,0.070818579462612
5360,0.0609995068927813,0.00489248118688764,0,0.000403061552644555,9.43335548742577e-05,0,0.933610616812812,0.0610938404476556
5361,0.0285110017488917,0.0069955667629235,0,0.0123642575344694,4.06718997844389e-05,0,0.952088502053931,0.0285516736486761
5364,0.00670250645814424,0.00244362214619842,0,0.0987921524820219,0,0,0.892061718913635,0.00670250645814424
5368,0.0278975001959094,0.00125382023352402,0,7.83637645952512e-05,7.83637645952512e-05,0,0.970691952041376,0.0279758639605047
5376,0.0811586076003968,0.00278221110296338,0,2.15675279299487e-05,0,0,0.91603761376871,0.0811586076003968
5380,0.027974148551068,0.00428330458844266,0,0.000379053503402005,3.79053503402005e-05,0,0.967325588006747,0.0280120539014082
5390,0.560668858082035,0.00443047020151493,0,0.000285836787194512,0,0,0.434614834929255,0.560668858082035
5400,0.00353218210361068,0.00196232339089482,0,0.000336398295581969,5.60663825969948e-05,0,0.994113029827316,0.00358824848620767
5411,0.0710779082177161,0.000853788687299893,0,0.00064034151547492,0.000106723585912487,0,0.927321237993597,0.0711846318036286
5425,0.00119458455003982,0.00119458455003982,0,0.00132731616671091,0,0,0.996283514733209,0.00119458455003982
5440,0.00304437338472995,0.00510315826361207,0,0.000219019667966183,0,0,0.991633448683692,0.00304437338472995
5467,0.00514277980782244,0.00108269048585736,0,0.00257138990391122,0.000947354175125186,0.000135336310732169,0.990120449316552,0.00609013398294762
5480,0.149622582980043,0.00517009616378865,0,0.135663323337814,0.000206803846551546,0,0.709337193671802,0.149829386826595
5490,0.58692660079295,0.00410854783376815,0,0.0349226565870293,0.00026705560919493,0,0.373775139177058,0.587193656402145
5495,0.355444375737816,0.00241722412726966,0,0.00281072572938333,0.000112429029175333,5.62145145876665e-05,0.639159030861769,0.355556804766991
5541,0.00395623415960932,0.00327625641342647,0,0.000185448476231687,6.18161587438957e-05,0,0.992520244791989,0.00401805031835322
5576,0.0661116552399608,0.000857002938295788,0,0.0145690499510284,0,0,0.918462291870715,0.0661116552399608
5579,0.128004313886606,0.00690735414954807,0,0.00231101068200493,2.56778964667214e-05,2.56778964667214e-05,0.862725965488907,0.128029991783073
5585,0.07982765842858,0.0675602896295853,0,0.0023936329363892,5.98408234097301e-05,0,0.850158578182036,0.0798874992519897
5591,0.00464860236100067,0.114808245152609,0,0,0.000183497461618448,0,0.880359655024772,0.00483209982261912
5604,0.213155985489722,0.00174123337363966,0,0.00222490931076179,4.83675937122128e-05,0,0.782829504232164,0.213204353083434
5607,0.000765877223989631,0.00494874513962531,0,0,0,0,0.994285377636385,0.000765877223989631
5615,0.0119054687963898,0.00539358312055895,0,0.000118757793480197,5.93788967400986e-05,0,0.982522811392831,0.0119648476931299
5631,0.0123679636315015,0.0152426795026073,0,0.00049026162142889,8.91384766234345e-05,0,0.971809956767839,0.012457102108125
5642,0.35891335620228,0.00331968573641695,0,0.000165984286820848,0,0,0.637600973774483,0.35891335620228
5649,0.0129070355997975,0.0199088915134132,0,0.00303694955289354,8.43597098025983e-05,0,0.964062763624093,0.0129913953096001
5652,0.00159413358839471,0.0176948828311813,0,0.000159413358839471,0,0,0.980551570221585,0.00159413358839471
5656,0.0696371628027234,0.00818753770576575,0,0.000603292252003792,0,0,0.921572007239507,0.0696371628027234
5659,0.861113764447416,0.00444168497468717,0,0.0142324959403955,0.00014328016047378,0,0.120068774477027,0.86125704460789
5660,0.00426716141001855,0.0088126159554731,0,0.000463821892393321,0,0,0.986456400742115,0.00426716141001855
5664,0.00289592760180995,0.00235294117647059,0,0.000271493212669683,0,0,0.99447963800905,0.00289592760180995
5665,0.067937523915539,0.00347862385640241,0,0.0108185201934115,6.95724771280481e-05,0,0.917695759557519,0.0680070963926671
5667,0.0027266530334015,0.0099219874270999,0,0,0,0,0.987351359539499,0.0027266530334015
5670,0.00094665330214946,0.0133088317184542,0,0.000111370976723466,0,0,0.985633144002673,0.00094665330214946
5674,0.00913194624604369,0.0686971410781923,0,5.18860582161573e-05,0,0,0.922119026617548,0.00913194624604369
5679,0.00209017617199164,0.000810476474853901,0,8.53133131425159e-05,0,4.26566565712579e-05,0.996971377383441,0.00209017617199164
5686,0.160435735464742,0.00399639035709682,0,0.000322289544927163,9.66868634781488e-05,0,0.835148897769756,0.16053242232822
5690,0.0158521632510072,0.00289017341040462,0,8.75810124365038e-05,0,0,0.981170082326152,0.0158521632510072
5697,0.000688283878862037,0.0188513306821658,0,3.82379932701132e-05,0,0,0.980422147445702,0.000688283878862037
5736,0.194208134250087,0.00725439925416618,0,0.0118284582216525,0.000174804801305209,0,0.786534203472789,0.194382939051393
5756,0.0117631188452718,0.0090921354377445,0,0.000431674086065021,0,0,0.978713071630919,0.0117631188452718
5761,0.125449370880767,0.0110095865787897,0,0,0.000299580587177951,0,0.863241461953265,0.125748951467945
5789,0.00394769306686405,0.00129533678756477,0,0.00820379965457686,6.16827041697508e-05,0,0.986491487786825,0.0040093757710338
5790,0.0869650377044364,0.00466816831521562,0,0.00261156269382692,0.000293800803055528,0,0.905461430483466,0.0872588385074919
5792,0.00168539325842697,0.00884831460674157,0,0.00224719101123596,0,0,0.987219101123595,0.00168539325842697
5809,0.00660462323626539,0.0755779045331732,0,0.000225157610327229,0,0,0.917592314620234,0.00660462323626539
5837,0.80808763642287,0.00575826681870011,0,0.013259488516045,0.000464244991040886,0,0.172430363251344,0.808551881413911
5842,0.00399339025061966,0.000137703112090333,0,0.0125309832002203,0,0,0.98333792343707,0.00399339025061966
5847,0.0103579025247387,0.033878972841333,0,0.0529609420758963,0,0,0.902802182558032,0.0103579025247387
5854,0.0440293529019346,0.00242585966401844,0,0,0,0,0.953544787434047,0.0440293529019346
5858,0.0914667147753924,0.000631427025076673,0,0.004149377593361,0,0,0.90375248060617,0.0914667147753924
5861,0.0340772917914919,0.0693529059316956,0,0.0036698621929299,0,0,0.892899940083883,0.0340772917914919
5887,0.0191413125471461,0.00254588886095047,0,0.00037716872014081,0,0,0.977935629871763,0.0191413125471461
5890,0.0194039504452958,0.00417931240360217,0,0.00074630578635753,4.9753719090502e-05,0,0.975620677645654,0.0194537041643863
5893,0.30152133580705,0.0211502782931354,0,0.000445269016697588,0,0,0.676883116883117,0.30152133580705
5895,0.380407579549517,0.0174790450085409,0,0.0664600961347475,0.000556151432089938,0,0.535097127875104,0.380963730981607
8078,0.142933885119675,0.000318338274208631,0,0.0744314677384055,3.97922842760789e-05,0,0.782276516583434,0.142973677403951
8137,0.134139697068759,0.0007627765064836,0,0.000272420180887,0.0005993243979514,0,0.864225781845919,0.13473902146671
8141,0,0.00154705629565965,0,8.59475719810915e-05,0,0,0.998366996132359,0
8296,0.0928598556779339,0.00107608558045322,0,0.275541207747816,0.000411444486643879,0,0.630111406507153,0.0932713001645778
8372,0.0176959954878737,0.00740270727580372,0,0.000282007896221094,0,0,0.974619289340102,0.0176959954878737
8421,0.943570242154034,0.002884867558353,0,0.000611941603287001,0.000349680916164,0,0.0525832677681616,0.943919923070198
8433,0.12422015384926,0.014223989985665,0,0.0357972097155202,0.000232187203456561,0,0.825526459246098,0.124452341052717
8436,0.000817479191438763,0.00156064209274673,0,0.000297265160523187,7.43162901307967e-05,0,0.997250297265161,0.00089179548156956
8520,0.000304189118720667,0.0112984529810534,0,0,0,0,0.988397357900226,0.000304189118720667
8549,0.0194911776774723,0.000205170291341814,0,0.0217480508822323,0,0,0.958555601148954,0.0194911776774723
8558,0.000369877200769345,0.00503032993046309,0,0,0,0,0.994599792868768,0.000369877200769345
8560,0.0804666304937602,0.0296798697775366,0,0,5.42593597395551e-05,0,0.889799240368964,0.0805208898534997
8573,0.00497549383632853,0.000408436061191148,0,0.0345314124461607,7.42611020347542e-05,7.42611020347542e-05,0.95993613545225,0.00504975493836329
8606,0.385159488196071,0.00184717967201298,0,0.000856010091908452,0.000765903766444404,0,0.611371418273563,0.385925391962516
8634,0.00108520900321543,0.000964630225080386,0,0.00020096463022508,8.03858520900322e-05,0,0.997668810289389,0.00116559485530547
8638,0.00315128539272598,0.0225328752517474,0,4.73877502665561e-05,4.73877502665561e-05,1.1846937566639e-05,0.974209216917427,0.00319867314299254
8675,0.00828659914622918,0.042521135012974,0,0.000251109065037248,0,0,0.94894115677576,0.00828659914622918
8758,0.0369792626525902,0.01534019605262,8.11766667544252e-05,0.00117157675802333,0.000263275675960298,2.85215315623656e-05,0.946135990662489,0.0373237149953049
8832,0.00471609130352764,0.00320694208639879,0,0.613469156762875,0,0,0.378607809847199,0.00471609130352764
8849,0.00233617568041117,0.00116808784020558,0,0.3431842074524,0.000116808784020558,0,0.653194720242962,0.00245298446443173
11001,0.0142391798062487,0.0317055313481615,1.03264774865826e-06,0.00221753727969013,0.000199891099918849,7.7153538935467e-05,0.951559674279297,0.0144401035539162
13006,0.0360690814611035,0.0294462275205054,0,0.000560395333435223,5.0945030312293e-05,0,0.933873350654644,0.0361200264914158
13042,0.403449212384574,0.0278381314502988,0,0,0,0,0.568712656165128,0.403449212384574
13052,0.0179042904290429,0.00287128712871287,1.65016501650165e-05,0.00151815181518152,3.3003300330033e-05,0,0.977656765676568,0.017953795379538
13062,0.0278753541076487,0.00328611898016997,0,0.000113314447592068,0.000226628895184136,0,0.968498583569405,0.0281019830028329
13074,0.0269327011721322,0.0253522981693665,0,0.000329250625576189,0,0,0.947385750032925,0.0269327011721322
13140,0.3666650618651,0.00115545712772616,4.81440469885899e-05,0.000770304751817438,0.0014443214096577,0,0.62991671079871,0.368157527321747
13160,0.00510269166985585,0.0568950121188927,0,0,0,0,0.938002296211251,0.00510269166985585
13188,0.646024952190147,0.000819597486567708,0,0.000637464711774884,9.1066387396412e-05,0,0.352426919224114,0.646116018577543
13212,0.0966157205240175,0.00826575171553338,0,0,0,0,0.895118527760449,0.0966157205240175
13222,0.103000256432174,0.000940251303530216,0.000170954782460039,8.54773912300197e-05,0,0,0.895803060090606,0.103171211214634
13244,0.00184845684156301,0.0331207102922683,1.5151285586582e-05,0.000984833563127831,0,0,0.964030848017454,0.00186360812714959
13248,0.000644828475625484,0,0,0,0,0,0.999355171524374,0.000644828475625484
13430,0.153289011851179,0.00525250856836107,0,0.000388157079737375,0.00012387991906512,0,0.840946442581658,0.153412891770244
13433,0.300178392725058,0.000652656311186529,0.118000261062524,0.0022190314580342,0.000130531262237306,0,0.57881912718096,0.418309185049819
13440,0.0088599487617421,0.00298889837745517,0,0.000213492741246798,0.000106746370623399,0,0.987830913748933,0.0089666951323655
13442,0.970991118377447,0.00218726525562282,0,0.00203261013653838,0.000265123061287614,0,0.0245238831691043,0.971256241438734
13468,0.0743599670909355,0.00515414025068964,0,0.000145187049315201,0.000217780573972802,0,0.920122925035087,0.0745777476649083
13473,0.0957446808510638,0.018484985664705,0,0,0.000301795684321714,0,0.885468537799909,0.0960464765353855
13549,0.144360306418949,0.00462269965659945,0,0.000440257110152329,0,0,0.8505767368143,0.144360306418949
13600,0.288525880732139,0.0333267729449583,0,0,0.000196811651249754,0,0.677950534671653,0.288722692383389
13647,0.262885585172572,0.00111336695264916,0.00209574955792783,0.000982382605278669,0.000261968694740978,0,0.732660947016831,0.265243303425241
13650,7.91640278657378e-05,0.0797973400886637,0,7.91640278657378e-05,0,0,0.920044331855605,7.91640278657378e-05
13654,0.0763973984352908,0.0157413516825337,0,0.000471297954566877,0,0,0.907389951927609,0.0763973984352908
13657,0.092085707208323,0.0073383700767897,0.000402526628684667,0.000743126083725539,6.19271736437949e-05,0,0.899368342828833,0.0925501610106515
13667,0.192969021928298,0.00278454577097111,0,0.000278454577097111,6.96136442742778e-05,0,0.80389836407936,0.193038635572572
13670,0.687029659141213,0.0671388519994098,0,7.37789582411096e-05,0.000147557916482219,0,0.245610151984654,0.687177217057695
13673,0.134113934562365,0.00232519515030726,0.00016608536787909,0.000249128051818635,0,0,0.86314565686763,0.134280019930244
13683,0.314293493057446,0.0174789000816771,0,0.00092567383610128,0.000272257010618023,0,0.667029676014157,0.314565750068064
13688,0.0424970255800119,0.0376635930993456,0,0.000594883997620464,0,0,0.919244497323022,0.0424970255800119
13744,0.0346215337118915,0.0252494624841502,0,0.000882077292022714,0,0,0.939246926511936,0.0346215337118915
13780,0.0866672742185364,0.00820195024150187,0,0.000637929463227923,0,0,0.904492846076734,0.0866672742185364
13810,0.0244736560863525,0.00651918349898472,0,0.000267179651597734,5.34359303195469e-05,0,0.968686544832746,0.024527092016672
13836,0.207612293144208,0.00104018912529551,1.57604412923562e-05,0.000551615445232467,0.000803782505910165,0,0.789976359338061,0.208431836091411
13838,0.000888428222403198,0.000444214111201599,7.40356852002665e-05,7.40356852002665e-05,7.40356852002665e-05,0,0.998445250610794,0.00103649959280373
13873,0.00170241743275451,0.0527749404153899,0,0.000113494495516967,0,0,0.945409147656339,0.00170241743275451
13894,0.0126878781963693,0.0162014444661331,0,0.000585594378293968,0,0,0.970525082959204,0.0126878781963693
15001,0.00184360217558178,0.0105629875540451,1.31217236696212e-05,0.00181079786640773,0.000111534651191781,6.56086183481062e-06,0.985651395167269,0.00196825855044319
15047,0.00130540187729222,0.00192702181885995,0,0,6.21619941567725e-05,0,0.996705414309691,0.001367563871449
15087,0.000826348719159485,0.026207059379058,0,0.000354149451068351,0,0,0.972612442450714,0.000826348719159485
15092,0,0,0,0,0,0,1,0
15135,0.00557103064066852,0.00253228665484933,0,0,0,0,0.991896682704482,0.00557103064066852
15162,0.000476303881876637,0.00809716599190283,0,0,0,0,0.991426530126221,0.000476303881876637
15176,0.000837139893355657,0.00242042621339788,0,0.000218384320005824,0,0,0.996524049573241,0.000837139893355657
15180,0.00657004830917874,0.0117874396135266,0,0.00173913043478261,0,0,0.979903381642512,0.00657004830917874
15204,0.0111355081555834,0.0011762860727729,0,0.00274466750313676,0.000156838143036386,0.00023525721455458,0.984551442910916,0.0112923462986198
15215,0.00120918984280532,0.0060459492140266,0,0,0,0,0.992744860943168,0.00120918984280532
15218,0.0046801872074883,0.00062402496099844,0,0,0,0,0.994695787831513,0.0046801872074883
15223,0.00108325595790777,0.0108325595790777,0,0.378056329309811,0,0,0.610027855153203,0.00108325595790777
15236,0.00235183443085607,0.0192850423330198,0,0,0.000470366886171214,0,0.977892756349953,0.00282220131702728
15238,0.00233381084747692,0.00390865881772558,0,0.00019922775527242,1.89740719307067e-05,3.79481438614134e-05,0.993501380363733,0.00235278491940763
15248,0.0148185998978028,0.000510986203372509,0,0.00306591722023505,0,0,0.98160449667859,0.0148185998978028
15276,0,0.00417427602400209,0,0,0,0,0.995825723975998,0
15293,0.00033500837520938,0.00368509212730318,0,0.00100502512562814,0,0,0.994974874371859,0.00033500837520938
15322,0.00191512952323355,0.0108859993952223,0,0.00665255518596916,0,0,0.980546315895575,0.00191512952323355
15332,0.0146959459459459,0.00371621621621622,0,0.383783783783784,0.000168918918918919,0,0.597635135135135,0.0148648648648649
15362,0.000480538202787122,0.0610283517539644,0,0,0,0,0.938491110043248,0.000480538202787122
15367,0.000137230684781117,0.0101550706738027,0,0,0,0,0.989707698641416,0.000137230684781117
15368,0.345967386513883,0.00440722785368004,0,0,0,0,0.649625385632437,0.345967386513883
15380,0.000655307994757536,0.000655307994757536,0,0,0,0,0.998689384010485,0.000655307994757536
15407,0.00103680663556247,0.0186625194401244,0,0.000725764644893727,0,0,0.979574909279419,0.00103680663556247
15442,0.113802083333333,0.01171875,0,0,0,0,0.874479166666667,0.113802083333333
15455,0.000423056583818086,0.0274986779481756,0,0,0.000105764145954521,0,0.971972501322052,0.000528820729772607
15466,0.0002040399918384,0.00836563966537441,0,0,0,0,0.991430320342787,0.0002040399918384
15469,0.000561350984703186,0.0181035692566777,0,0,0,0,0.981335079758619,0.000561350984703186
15476,0.0020249746878164,0.0472494093823827,0,0,0,0,0.950725615929801,0.0020249746878164
15480,0.00477933699410209,0.0153548911938174,0,0.000101688021151108,0,0,0.979764083790929,0.00477933699410209
15491,0.00213775135279578,0.00320662702919367,0,0.00267218919099472,0,0,0.991983432427016,0.00213775135279578
15507,0.0300663803201874,0.00302616165560328,0,0,0,0,0.966907458024209,0.0300663803201874
15514,0.00277606415792721,0.000925354719309068,0,0.000308451573103023,0,0,0.995990129549661,0.00277606415792721
15516,0.00106328371342671,0.00744298599398695,0,0.000183324778177018,0.000146659822541615,3.66649556354037e-05,0.991127080736232,0.00120994353596832
15518,0.000922509225092251,0.00415129151291513,0,0,0,0,0.994926199261993,0.000922509225092251
15522,0.000561482313307131,0.00224592925322852,0,0,0,0,0.997192588433464,0.000561482313307131
15531,0.0771048744460857,0.00472673559822747,0,9.84736582964057e-05,0,0,0.91806991629739,0.0771048744460857
15537,0.399763918945505,0.00157387369663584,0,0.000590202636238442,0,0,0.598072004721621,0.399763918945505
15542,0.0523492812701137,0.00536365586783952,0,0.00010727311735679,0.00010727311735679,0,0.942072516627333,0.0524565543874705
15572,0.0655553774643372,0.0266869690655554,0,0.00400705241224555,2.00352620612278e-05,0,0.903730565795801,0.0655754127263985
15580,0.0293872694824509,0.00618679357525283,0,0.000237953599048186,0.000118976799524093,0,0.964069006543724,0.029506246281975
15600,0.000487844540206521,0.00430929343849093,0,0.000487844540206521,8.13074233677535e-05,0,0.994633710057728,0.000569151963574274
15632,0.000872254381095869,0.00531282213940211,0,0,0,0,0.993814923479502,0.000872254381095869
15646,0.0020746887966805,0.00345781466113416,0,0,0,0,0.994467496542185,0.0020746887966805
15667,0.00178629425138032,0.0535888275414095,0,0.00146151347840208,0.00016239038648912,0,0.943000974342319,0.00194868463786944
15673,0.00703142166556801,0.003295978905735,0,0.001098659635245,0,0,0.988573939793452,0.00703142166556801
15681,0.170771257727779,0.00101347927434884,0,0,0.000101347927434884,0,0.828113915070437,0.170872605655214
15686,0.000260416666666667,0.00611979166666667,0,0,0,0,0.993619791666667,0.000260416666666667
15690,0.000666963094708759,0.0177856825255669,0,0,0,0,0.981547354379724,0.000666963094708759
15720,0.000751597143930853,0.0240511086057873,0,0,0,0,0.975197294250282,0.000751597143930853
15740,0.00104849279161206,0.00406290956749672,0,0,0,0,0.994888597640891,0.00104849279161206
15753,0.000801832760595647,0.00492554410080183,0,0.00011454753722795,0,0,0.994158075601375,0.000801832760595647
15755,0.00040766408479413,0.00652262535670607,0,0.000509580105992662,0,0,0.992560130452507,0.00040766408479413
